Filename,Labels,cluster,Category
eH1gJGRw_VU.mp3,"Domestic animals, pets,Pig,Animal",class_4,Animal Sounds
LmFxy9yXb34.mp3,"Wild animals,Roar,Roaring cats (lions, tigers),Animal,Outside, rural or natural",class_4,Animal Sounds
LMJq0xklqZc.mp3,"Cattle, bovinae,Moo,Livestock, farm animals, working animals",class_4,Animal Sounds
EDI1-nNDU60.mp3,"Goat,Sheep,Livestock, farm animals, working animals,Animal",class_4,Animal Sounds
ELt6A2MeO2E.mp3,"Wild animals,Roar,Roaring cats (lions, tigers),Animal",class_4,Animal Sounds
eryYjuTEmpQ.mp3,"Smoke detector, smoke alarm,Beep, bleep,Speech",class_9,Animal Sounds
6Kn4bXCPvaA.mp3,"Cat,Domestic animals, pets,Meow,Caterwaul,Animal",class_4,Animal Sounds
Et1RCtGnkqU.mp3,"Goat,Speech,Livestock, farm animals, working animals,Animal",class_4,Animal Sounds
9TzyRdTYDvo.mp3,"Domestic animals, pets,Dog,Growling,Animal",class_4,Animal Sounds
Erqqn74J94A.mp3,"Cattle, bovinae,Moo,Livestock, farm animals, working animals",class_4,Animal Sounds
LHXcsMLXdE8.mp3,"Wild animals,Purr,Animal",class_4,Animal Sounds
dbsQ4bOwB90.mp3,"Wild animals,Howl,Speech,Animal",class_4,Animal Sounds
BZeO3DtN2To.mp3,"Pig,Speech,Livestock, farm animals, working animals,Animal",class_4,Animal Sounds
MSJG8sRhaK0.mp3,"Horse,Speech,Animal",class_4,Animal Sounds
BYdB-oFZUZM.mp3,"Cat,Domestic animals, pets,Caterwaul,Animal",class_4,Animal Sounds
BXfY7CSGd0Y.mp3,"Domestic animals, pets,Dog,Growling,Animal",class_4,Animal Sounds
BzXMUYd-v9k.mp3,"Horse,Neigh, whinny,Clip-clop,Animal",class_4,Animal Sounds
bLHilR9fFKo.mp3,"Wild animals,Speech,Animal",class_4,Animal Sounds
5rSpIXAOjgk.mp3,"Domestic animals, pets,Sniff,Speech,Dog,Animal",class_4,Animal Sounds
BS5Ou46incw.mp3,"Wild animals,Speech,Roaring cats (lions, tigers),Animal",class_4,Animal Sounds
bS3GJGWoUUo.mp3,"Domestic animals, pets,Biting,Dog,Animal",class_4,Animal Sounds
MCNQ-ELFo54.mp3,"Horse,Neigh, whinny,Clip-clop,Speech,Animal",class_4,Animal Sounds
cZrdRxbpezE.mp3,"Cattle, bovinae,Cowbell,Livestock, farm animals, working animals",class_4,Animal Sounds
68PoupXLTzw.mp3,"Snoring,Domestic animals, pets,Dog,Animal",class_4,Animal Sounds
MLIqLt475Bw.mp3,"Cat,Purr,Domestic animals, pets,Animal",class_4,Animal Sounds
CFqHnp9pJxU.mp3,"Cattle, bovinae,Moo,Livestock, farm animals, working animals",class_4,Animal Sounds
CDrWo1vDbyE.mp3,"Wild animals,Music,Speech,Roaring cats (lions, tigers),Animal",class_4,Animal Sounds
CCdCRvQzf_c.mp3,"Domestic animals, pets,Yip,Bow-wow,Speech,Dog,Animal,Whimper (dog)",class_4,Animal Sounds
CpQF96UpBMw.mp3,"Goat,Livestock, farm animals, working animals,Animal",class_4,Animal Sounds
cYdq2fjRhcg.mp3,"Cowbell,Crowd,Cheering",class_9,Animal Sounds
Coq_grSFlNs.mp3,"Sheep,Bleat,Speech",class_4,Animal Sounds
AF0CtMb81t8.mp3,"Bark,Domestic animals, pets,Bow-wow,Snicker,Speech,Dog,Growling,Animal",class_4,Animal Sounds
CnLzWqG3tEk.mp3,"Horse,Neigh, whinny,Clip-clop,Animal",class_4,Animal Sounds
CMBAs27Sn1w.mp3,"Pig,Dog,Animal",class_4,Animal Sounds
ag4qUrpH9qo.mp3,"Horse,Animal",class_4,Animal Sounds
CJ9FjsZRsME.mp3,"Wild animals,Pig,Animal",class_4,Animal Sounds
CJ0GlFahVck.mp3,"Horse,Neigh, whinny,Clip-clop,Speech,Animal",class_4,Animal Sounds
8CrTpWNBiTo.mp3,"Canidae, dogs, wolves,Bark,Domestic animals, pets,Bow-wow,Dog,Growling,Animal",class_4,Animal Sounds
JYOWDEpuh0w.mp3,"Pig,Speech,Animal,Outside, rural or natural",class_4,Animal Sounds
8ewn7JCJbEM.mp3,"Cat,Domestic animals, pets,Meow,Caterwaul,Speech,Animal",class_4,Animal Sounds
hubCDqXiT2M.mp3,"Cattle, bovinae,Moo,Livestock, farm animals, working animals",class_4,Animal Sounds
hZ4d_dQm8jA.mp3,"Canidae, dogs, wolves,Bark,Domestic animals, pets,Wheeze,Yip,Bow-wow,Dog,Growling,Animal,Inside, small room",class_4,Animal Sounds
jtpBaL2pEkI.mp3,"Howl,Dog,Animal",class_4,Animal Sounds
7916WqcPKBA.mp3,"Cat,Purr,Domestic animals, pets,Animal",class_4,Animal Sounds
D0-wedP8APM.mp3,"Horse,Music,Neigh, whinny,Clip-clop,Animal",class_4,Animal Sounds
LK0tfDah6Fo.mp3,"Domestic animals, pets,Yip,Speech,Dog,Animal,Whimper (dog)",class_4,Animal Sounds
6A9tDfvsZC0.mp3,"Music,Domestic animals, pets,Howl,Dog,Animal",class_4,Animal Sounds
Maul1ExUbfk.mp3,"Cough,Domestic animals, pets,Speech,Dog,Animal",class_4,Animal Sounds
D6thZbNv148.mp3,"Screaming,Music,Animal",class_9,Animal Sounds
BQOewFB5bw4.mp3,"Wild animals,Animal",class_4,Animal Sounds
MxeGNBAWmm0.mp3,"Music,Domestic animals, pets,Ding-dong,Dog,Animal",class_4,Animal Sounds
Bp8cbZQmIzQ.mp3,"Cattle, bovinae,Moo,Livestock, farm animals, working animals",class_4,Animal Sounds
bOYfppNwrhk.mp3,"Domestic animals, pets,Howl,Dog,Animal",class_4,Animal Sounds
BnMj7aNQglA.mp3,"Goat,Domestic animals, pets,Speech,Animal",class_4,Animal Sounds
bmv356vIUAc.mp3,"Sheep,Bleat,Speech",class_4,Animal Sounds
Cbs3oYxw2u0.mp3,"Horse,Music,Clip-clop,Speech,Animal",class_4,Animal Sounds
CxNgd-mdl1A.mp3,"Cat,Purr,Domestic animals, pets,Animal",class_4,Animal Sounds
mEUh6uoj7qc.mp3,"Cattle, bovinae,Moo,Livestock, farm animals, working animals",class_4,Animal Sounds
CuXKDSAsJHU.mp3,"Horse,Neigh, whinny,Speech,Animal",class_4,Animal Sounds
CU1euq2Zl5E.mp3,"Domestic animals, pets,Squawk,Speech,Animal,Inside, small room",class_4,Animal Sounds
cTqM5YOV7Qc.mp3,"Wild animals,Music,Speech,Roaring cats (lions, tigers),Animal",class_4,Animal Sounds
ADjyDcauxzM.mp3,"Dog,Growling,Animal",class_4,Animal Sounds
mGD6gamyX5A.mp3,"Cat,Domestic animals, pets,Wheeze,Speech,Animal",class_4,Animal Sounds
cyi2WhHtCDw.mp3,"Domestic animals, pets,Hubbub, speech noise, speech babble,Speech,Dog,Outside, urban or manmade",class_4,Animal Sounds
dbfRQEQxfDY.mp3,"Sheep,Bleat",class_4,Animal Sounds
M63Sf4hNWAs.mp3,"Horse,Neigh, whinny,Animal",class_4,Animal Sounds
m6d2TTB8VM0.mp3,"Canidae, dogs, wolves,Domestic animals, pets,Howl,Speech,Dog,Animal",class_4,Animal Sounds
6b-072VA4UA.mp3,"Sheep,Bleat",class_4,Animal Sounds
M8y31cu-QUc.mp3,"Cattle, bovinae,Moo,Livestock, farm animals, working animals",class_4,Animal Sounds
d6My4xJwPgQ.mp3,"Horse,Music,Speech,Animal",class_4,Animal Sounds
Ma-Du3vlVpU.mp3,"Goat,Music,Bleat,Animal",class_4,Animal Sounds
mb9wdN5X1Lc.mp3,"Cat,Purr,Domestic animals, pets,Animal",class_4,Animal Sounds
87tCTDAXZto.mp3,"Cattle, bovinae,Moo,Livestock, farm animals, working animals",class_4,Animal Sounds
LEVQWN3Q32Y.mp3,"Horse,Clip-clop,Speech,Animal",class_4,Animal Sounds
F6KV2dvJIf4.mp3,"Domestic animals, pets,Dog,Growling,Animal",class_4,Animal Sounds
VWgmOH4DZ_c.mp3,"Goat,Livestock, farm animals, working animals,Animal",class_4,Animal Sounds
VwaLVY1oF6k.mp3,"Domestic animals, pets,Whimper,Speech,Animal",class_4,Animal Sounds
T8cnEXIwjWA.mp3,"Wild animals,Speech,Animal,Outside, rural or natural",class_4,Animal Sounds
VVzipNitrmk.mp3,"Pig,Speech,Dog,Animal",class_4,Animal Sounds
t8YAoflTglc.mp3,"Domestic animals, pets,Pig,Speech,Dog,Animal",class_4,Animal Sounds
t950mKAXHJM.mp3,"Cattle, bovinae,Moo,Livestock, farm animals, working animals",class_4,Animal Sounds
Vsz6dpRCwSo.mp3,"Chainsaw,Domestic animals, pets,Speech,Animal,Outside, rural or natural",class_4,Animal Sounds
0aer7MFIYQk.mp3,"Cattle, bovinae,Moo,Livestock, farm animals, working animals",class_4,Animal Sounds
Ece7LPQPsGs.mp3,"Rustling leaves,Speech,Stream,Animal",class_9,Animal Sounds
2XK3vXa-wgw.mp3,"Horse,Music,Clip-clop,Animal",class_4,Animal Sounds
UR-2P-NHz1w.mp3,"Cattle, bovinae,Moo,Livestock, farm animals, working animals",class_4,Animal Sounds
dcjbs7R1yL8.mp3,"Cattle, bovinae,Moo,Livestock, farm animals, working animals",class_4,Animal Sounds
2XFrBXTnNY8.mp3,"Bird,Crow,Bark,Domestic animals, pets,Animal",class_4,Animal Sounds
w2bAs3lug3c.mp3,"Sheep,Bleat,Speech",class_4,Animal Sounds
vyYpxGJr7zI.mp3,"Bark,Domestic animals, pets,Bow-wow,Dog,Growling,Animal",class_4,Animal Sounds
DegSrwcSF3k.mp3,"Horse,Neigh, whinny,Clip-clop,Animal",class_4,Animal Sounds
5F7MMaPJqMc.mp3,"Cat,Domestic animals, pets,Caterwaul,Speech,Animal",class_4,Animal Sounds
QtTzb_VAu-k.mp3,"Sheep,Bleat",class_4,Animal Sounds
LTaJhm98DzQ.mp3,"Cattle, bovinae,Moo,Livestock, farm animals, working animals",class_4,Animal Sounds
a3UQ9Je4xQM.mp3,"Canidae, dogs, wolves,Domestic animals, pets,Speech,Dog,Growling,Animal,Inside, small room",class_4,Animal Sounds
DXUmi-gSRww.mp3,"Cough,Domestic animals, pets,Dog,Animal",class_4,Animal Sounds
lU1EQwPuqu0.mp3,"Domestic animals, pets,Pig,Dog,Animal",class_4,Animal Sounds
W5mtsAZkcxw.mp3,"Goat,Music,Pop music,Animal",class_4,Animal Sounds
wjoKYbUM9Wo.mp3,"Cowbell,Livestock, farm animals, working animals",class_4,Animal Sounds
DaaY_n80b2Y.mp3,"Domestic animals, pets,Dog,Growling,Animal",class_4,Animal Sounds
WJIcGFOnRXs.mp3,"Wild animals,Speech,Roaring cats (lions, tigers),Animal",class_4,Animal Sounds
V3zM2JFHN3Q.mp3,"Domestic animals, pets,Pant,Dog,Animal,Breathing",class_4,Animal Sounds
tImhcRHkP5E.mp3,"Domestic animals, pets,Dog,Growling,Animal",class_4,Animal Sounds
TioINDSHcps.mp3,"Domestic animals, pets,Howl,Yip,Dog,Animal,Whimper (dog)",class_4,Animal Sounds
2REf8hLLYMw.mp3,"Cat,Domestic animals, pets,Meow,Caterwaul,Speech,Animal",class_4,Animal Sounds
TAgahC6ZeWM.mp3,"Canidae, dogs, wolves,Domestic animals, pets,Dog,Animal",class_4,Animal Sounds
v-J-jzNonoY.mp3,"Cat,Purr,Domestic animals, pets,Animal",class_4,Animal Sounds
UyCfhj3LXVk.mp3,"Sheep,Bleat",class_4,Animal Sounds
UYBuKiXo92s.mp3,"Cattle, bovinae,Moo,Livestock, farm animals, working animals",class_4,Animal Sounds
TKtNAJa-mbQ.mp3,"Cat,Domestic animals, pets,Meow,Speech,Animal",class_4,Animal Sounds
2yX9079mMB4.mp3,"Cat,Domestic animals, pets,Meow,Speech,Animal",class_4,Animal Sounds
WFJ96PH4rvo.mp3,"Canidae, dogs, wolves,Domestic animals, pets,Howl,Dog,Animal",class_4,Animal Sounds
syZIjIfvd_0.mp3,"Canidae, dogs, wolves,Domestic animals, pets,Speech,Dog,Growling,Animal",class_4,Animal Sounds
szM8O9C8rkI.mp3,"Goat,Speech,Livestock, farm animals, working animals,Animal",class_4,Animal Sounds
wDJt7-IUdcY.mp3,"Goat,Squawk,Animal",class_4,Animal Sounds
WdIsOZQHeBY.mp3,"Domestic animals, pets,Biting,Dog,Animal",class_4,Animal Sounds
WDI5peW22Jc.mp3,"Cattle, bovinae,Moo,Livestock, farm animals, working animals",class_4,Animal Sounds
WcPOGKf6RE8.mp3,"Laughter,Babbling,Bark,Domestic animals, pets,Speech,Dog,Animal",class_4,Animal Sounds
sWSD4BJwkFw.mp3,"Cattle, bovinae,Moo,Livestock, farm animals, working animals",class_4,Animal Sounds
SWuibcsndns.mp3,"Domestic animals, pets,Whimper,Animal",class_4,Animal Sounds
wKMnausIyzM.mp3,"Singing,Domestic animals, pets,Whimper,Speech,Dog,Animal",class_4,Animal Sounds
SX5GvhIF2j4.mp3,"Domestic animals, pets,Sheep,Bleat,Speech,Dog,Animal",class_4,Animal Sounds
wK3BpK1-Apw.mp3,"Cat,Domestic animals, pets,Meow,Caterwaul,Speech,Animal",class_4,Animal Sounds
BjKEzvmaQAA.mp3,"Beep, bleep,Music,Speech",class_9,Animal Sounds
6FUmapkqPn0.mp3,"Cat,Domestic animals, pets,Caterwaul,Animal",class_4,Animal Sounds
dYWnTFRUVxY.mp3,"Domestic animals, pets,Dog,Growling,Animal",class_4,Animal Sounds
LV19CosDySA.mp3,"Wild animals,Roar,Music,Speech,Roaring cats (lions, tigers),Animal,Outside, rural or natural",class_4,Animal Sounds
Lv1ZWk2gQkA.mp3,"Cattle, bovinae,Moo,Livestock, farm animals, working animals",class_4,Animal Sounds
Dq29NSr8wDA.mp3,"Canidae, dogs, wolves,Domestic animals, pets,Dog,Animal",class_4,Animal Sounds
6dgTnGDYiZc.mp3,"Cat,Domestic animals, pets,Meow,Caterwaul,Speech,Animal",class_4,Animal Sounds
DOtBB70Jgu4.mp3,"Doorbell,Bark,Domestic animals, pets,Dog,Animal",class_4,Animal Sounds
DOOUC0UPOKA.mp3,"Cat,Domestic animals, pets,Crackle,Speech",class_4,Animal Sounds
dohLSefRWxg.mp3,"Liquid,Run,Speech,Animal,Outside, rural or natural",class_4,Animal Sounds
do67PhyvEy4.mp3,"Sheep,Bleat,Speech",class_4,Animal Sounds
LZmF1o7N_fs.mp3,"Canidae, dogs, wolves,Dog",class_4,Animal Sounds
dlSyVxxbptE.mp3,"Cattle, bovinae,Moo,Livestock, farm animals, working animals",class_4,Animal Sounds
DlkiTCd-5Tk.mp3,"Domestic animals, pets,Grunt,Speech,Livestock, farm animals, working animals,Animal",class_4,Animal Sounds
DCBOS2UWKAA.mp3,"Horse,Speech",class_4,Animal Sounds
9ppa4lXXspA.mp3,"Canidae, dogs, wolves,Bark,Domestic animals, pets,Yip,Bow-wow,Dog,Animal",class_4,Animal Sounds
LCB8rW5cvWk.mp3,"Domestic animals, pets,Pant,Dog,Animal",class_4,Animal Sounds
6mEVsmeDknA.mp3,"Canidae, dogs, wolves,Domestic animals, pets,Howl,Dog,Animal",class_4,Animal Sounds
6M4vQCuhOSw.mp3,"Cattle, bovinae,Moo,Livestock, farm animals, working animals",class_4,Animal Sounds
EY0xRzbHv4k.mp3,"Sheep,Bleat,Speech",class_4,Animal Sounds
9R6XN9-Z27U.mp3,"Sheep,Bleat",class_4,Animal Sounds
Ewwd8Ui4KuM.mp3,"Domestic animals, pets,Sniff,Dog,Animal",class_4,Animal Sounds
6kUtpAr79xU.mp3,"Domestic animals, pets,Wheeze,Dog,Animal",class_4,Animal Sounds
9Qtw7K0lFYE.mp3,"Goat,Speech,Livestock, farm animals, working animals,Animal",class_4,Animal Sounds
F4XKK8D22rY.mp3,"Sheep,Bleat,Speech",class_4,Animal Sounds
L6dzsJXYPGI.mp3,"Cat,Purr,Domestic animals, pets,Speech,Animal",class_4,Animal Sounds
l8wsUOakfFM.mp3,"Bird,Goat,Sheep,Livestock, farm animals, working animals,Animal",class_4,Animal Sounds
f7u5zH2Aa5U.mp3,"Wild animals,Speech,Roaring cats (lions, tigers),Animal",class_4,Animal Sounds
6dhXrzs8pJc.mp3,"Sheep,Bleat,Speech",class_4,Animal Sounds
la2OWkKy-5I.mp3,"Canidae, dogs, wolves,Music,Domestic animals, pets,Speech,Dog,Animal",class_4,Animal Sounds
6b45dOzBN8k.mp3,"Sheep,Bleat,Speech",class_4,Animal Sounds
m3kb8GFAvtI.mp3,"Canidae, dogs, wolves,Bark,Domestic animals, pets,Bow-wow,Dog,Animal,Outside, urban or manmade",class_4,Animal Sounds
DUsgjCMYyxQ.mp3,"Domestic animals, pets,Yip,Dog,Animal,Whimper (dog)",class_4,Animal Sounds
LvDebLI4Il0.mp3,"Goat,Speech,Livestock, farm animals, working animals,Animal",class_4,Animal Sounds
a6RbnrOOc-M.mp3,"Sheep,Bleat,Speech,Animal",class_4,Animal Sounds
Lw4KyXqLTP8.mp3,"Hiccup,Domestic animals, pets,Dog,Animal",class_4,Animal Sounds
eapyrh5XzgY.mp3,"Domestic animals, pets,Speech,Dog,Animal,Breathing",class_4,Animal Sounds
EakI8v4Ztt4.mp3,"Bark,Domestic animals, pets,Sniff,Dog,Animal",class_4,Animal Sounds
EAcXF1obMmw.mp3,"Horse,Clip-clop,Speech,Animal",class_4,Animal Sounds
e9zpYoe_5t4.mp3,"Goat,Speech,Livestock, farm animals, working animals,Animal,Children playing",class_4,Animal Sounds
lRZcTLOAfdc.mp3,"Sheep,Bleat,Speech",class_4,Animal Sounds
6GjsjhAbXRo.mp3,"Domestic animals, pets,Howl,Dog,Animal",class_4,Animal Sounds
E0Q3USvTnXQ.mp3,"Domestic animals, pets,Speech,Dog,Growling,Animal",class_4,Animal Sounds
E0EUGWxAKUY.mp3,"Music,Domestic animals, pets,Dog,Growling,Animal",class_4,Animal Sounds
d_D-SttiChM.mp3,"Canidae, dogs, wolves,Domestic animals, pets,Howl,Dog,Animal",class_4,Animal Sounds
dZQ1JgziNOc.mp3,"Canidae, dogs, wolves,Domestic animals, pets,Howl,Dog,Animal",class_4,Animal Sounds
LWOjJShT0uA.mp3,"Sheep,Bleat,Speech",class_4,Animal Sounds
lWYgNQCQqIA.mp3,"Cat,Purr,Domestic animals, pets,Animal,Inside, small room",class_4,Animal Sounds
DjZLBwKtsxI.mp3,"Goat,Speech,Livestock, farm animals, working animals,Animal",class_4,Animal Sounds
DjkResItPAc.mp3,"Horse,Music,Neigh, whinny,Speech,Animal",class_4,Animal Sounds
Djc2Sx5RoNg.mp3,"Domestic animals, pets,Speech,Dog,Animal,Breathing",class_4,Animal Sounds
DIyBFLCpYFk.mp3,"Cattle, bovinae,Moo,Livestock, farm animals, working animals",class_4,Animal Sounds
DIc3zDgrbZg.mp3,"Canidae, dogs, wolves,Domestic animals, pets,Dog,Animal",class_4,Animal Sounds
AACQBaSIzog.mp3,"Goat,Speech,Livestock, farm animals, working animals,Animal",class_4,Animal Sounds
m2d1CFe1Ono.mp3,"Canidae, dogs, wolves,Domestic animals, pets,Howl,Dog",class_4,Animal Sounds
DeP1H91YB10.mp3,"Wild animals,Speech,Animal",class_4,Animal Sounds
JUduRWal4EA.mp3,"Wild animals,Roar,Roaring cats (lions, tigers),Animal",class_4,Animal Sounds
JusleurtLGs.mp3,"Canidae, dogs, wolves,Domestic animals, pets,Howl,Yip,Dog,Animal",class_4,Animal Sounds
HWmb1XGLlGw.mp3,"Purr,Domestic animals, pets,Animal",class_4,Animal Sounds
3xCWI_22Z9A.mp3,"Canidae, dogs, wolves,Bark,Domestic animals, pets,Speech,Dog,Animal",class_4,Animal Sounds
pmPYHx5uLOo.mp3,"Bird,Domestic animals, pets,Squawk,Speech,Animal",class_4,Animal Sounds
4MZrJBy7i-I.mp3,"Cat,Domestic animals, pets,Meow,Animal",class_4,Animal Sounds
4mwIp7OTQpw.mp3,"Roar,Domestic animals, pets,Speech,Dog,Animal",class_4,Animal Sounds
pJ0ccYZ2ouk.mp3,"Cattle, bovinae,Moo,Livestock, farm animals, working animals",class_4,Animal Sounds
4LcMAREn89c.mp3,"Canidae, dogs, wolves,Domestic animals, pets,Dog,Animal,Outside, urban or manmade",class_4,Animal Sounds
pjNGmUkc23c.mp3,"Domestic animals, pets,Sniff,Speech,Dog,Animal,Inside, small room",class_4,Animal Sounds
4Jc8UZHaqHw.mp3,"Domestic animals, pets,Yip,Bow-wow,Dog,Animal,Whimper (dog)",class_4,Animal Sounds
4HSkwF586ro.mp3,"Horse,Clip-clop,Animal",class_4,Animal Sounds
PL273lApLw4.mp3,"Domestic animals, pets,Speech,Dog,Animal,Whimper (dog)",class_4,Animal Sounds
poz8FFcAmNY.mp3,"Cat,Domestic animals, pets,Meow,Speech",class_4,Animal Sounds
4IvFk-bZ0-M.mp3,"Snoring,Domestic animals, pets,Speech,Dog",class_4,Animal Sounds
3wUUgX-vy3E.mp3,"Goat,Speech,Animal",class_4,Animal Sounds
3vz2Pla29cQ.mp3,"Cattle, bovinae,Moo,Livestock, farm animals, working animals",class_4,Animal Sounds
4GxRRVp3hD4.mp3,"Domestic animals, pets,Whimper,Yip,Speech,Dog,Animal,Whimper (dog)",class_4,Animal Sounds
3kgSQxfa7jg.mp3,"Cattle, bovinae,Moo,Livestock, farm animals, working animals",class_4,Animal Sounds
3JUfBqcy2gU.mp3,"Domestic animals, pets,Bow-wow,Dog,Animal,Whimper (dog)",class_4,Animal Sounds
3hqBv_pF_dw.mp3,"Cat,Domestic animals, pets,Caterwaul,Speech,Animal",class_4,Animal Sounds
3HaqTs1_Exg.mp3,"Cat,Domestic animals, pets,Meow,Caterwaul,Animal",class_4,Animal Sounds
3e_3yFdH-Ck.mp3,"Domestic animals, pets,Speech,Dog,Animal,Whimper (dog)",class_4,Animal Sounds
3AmgP6KWcmI.mp3,"Cattle, bovinae,Moo,Livestock, farm animals, working animals",class_4,Animal Sounds
Ptf9D8uflg4.mp3,"Canidae, dogs, wolves,Power windows, electric windows,Domestic animals, pets,Dog,Animal",class_4,Animal Sounds
4isFtP23Sh0.mp3,"Cat,Domestic animals, pets,Meow,Caterwaul,Animal",class_4,Animal Sounds
BQVXzH6YK8g.mp3,"Wild animals,Truck,Vehicle,Speech,Traffic noise, roadway noise,Animal",class_4,Animal Sounds
pNhESKKiEDI.mp3,"Cat,Domestic animals, pets,Meow,Speech,Animal",class_4,Animal Sounds
483cz_84L1I.mp3,"Canidae, dogs, wolves,Domestic animals, pets,Dog,Animal",class_4,Animal Sounds
GgMt9e2SsX4.mp3,"Domestic animals, pets,Whimper,Speech,Animal",class_4,Animal Sounds
GGITt2c7PAM.mp3,"Cattle, bovinae,Moo,Livestock, farm animals, working animals",class_4,Animal Sounds
GF2kFAuK4EI.mp3,"Goat,Sheep,Speech,Livestock, farm animals, working animals,Animal",class_4,Animal Sounds
gEWPYk1Wl4Y.mp3,"Cowbell,Livestock, farm animals, working animals",class_4,Animal Sounds
KLtjVuXOBQk.mp3,"Horse,Music,Speech,Dog,Animal",class_4,Animal Sounds
GamZltmhYuc.mp3,"Bark,Domestic animals, pets,Dog,Animal",class_4,Animal Sounds
G9yiadmayg8.mp3,"Domestic animals, pets,Squawk,Dog,Animal",class_4,Animal Sounds
90qo--gbgy0.mp3,"Goat,Speech,Livestock, farm animals, working animals,Animal",class_4,Animal Sounds
8YSDo1wTo3M.mp3,"Horse,Neigh, whinny,Speech,Animal",class_4,Animal Sounds
Ki7Xvd2_hxY.mp3,"Bark,Domestic animals, pets,Giggle,Speech,Dog,Animal",class_4,Animal Sounds
8_2zsOKcxK0.mp3,"Horse,Neigh, whinny,Speech,Animal",class_4,Animal Sounds
Glc6Ekc67OE.mp3,"Bark,Domestic animals, pets,Howl,Bow-wow,Dog,Growling,Animal",class_4,Animal Sounds
GkxCa1dQJlA.mp3,"Horse,Music,Neigh, whinny,Clip-clop,Speech,Animal",class_4,Animal Sounds
gkEvii5-vRE.mp3,"Domestic animals, pets,Whimper,Animal",class_4,Animal Sounds
gK6tOai8TWg.mp3,"Sheep,Speech,Dog,Roaring cats (lions, tigers),Growling,Animal",class_4,Animal Sounds
QKilRakjwmM.mp3,"Beep, bleep,Speech",class_9,Animal Sounds
KJr8C2mY8u4.mp3,"Domestic animals, pets,Pant,Dog,Animal",class_4,Animal Sounds
